CURSO RESPONSAVEL;CÓDIGO DE TURMA;TURMA;TEORIA;PRÁTICA;T-P-I;VAGAS;centro responsável;DOCENTE TEORIA;DOCENTE PRÁTICA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB5BCL0307-15SA;Transformações Químicas B5-diurno (Santo André);quarta das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;quinta das 08:00 às 10:00,  semanal ;03/02/2006;33;CCNH;RODRIGO MAGHDISSIAN CORDEIRO;JULIANA MARCHI
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB5BCL0307-15SA;Transformações Químicas B5-noturno (Santo André);quarta das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;quinta das 19:00 às 21:00,  semanal ;03/02/2006;33;CCNH;ROBSON MACEDO NOVAIS;HUEDER PAULO MOISÉS DE OLIVEIRA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB6BCL0307-15SA;Transformações Químicas B6-diurno (Santo André);quarta das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;quinta das 08:00 às 10:00,  semanal ;03/02/2006;33;CCNH;RODRIGO MAGHDISSIAN CORDEIRO;PATRÍCIA DANTONI
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB6BCL0307-15SA;Transformações Químicas B6-noturno (Santo André);quarta das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;quinta das 19:00 às 21:00,  semanal ;03/02/2006;33;CCNH;ROBSON MACEDO NOVAIS;JULIANA MARCHI
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DC1BCL0307-15SA;Transformações Químicas C1-diurno (Santo André);quarta das 08:00 às 10:00,  quinzenal II,  quinta das 10:00 às 12:00,  semanal ;sexta das 10:00 às 12:00,  semanal ;03/02/2006;33;CCNH;FERNANDO HEERING BARTOLONI;FERNANDO HEERING BARTOLONI
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NC1BCL0307-15SA;Transformações Químicas C1-noturno (Santo André);quarta das 19:00 às 21:00,  quinzenal II,  quinta das 21:00 às 23:00,  semanal ;sexta das 21:00 às 23:00,  semanal ;03/02/2006;30;CCNH;ALVARO TAKEO OMORI;VANI XAVIER DE OLIVEIRA JUNIOR
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DC2BCL0307-15SA;Transformações Químicas C2-diurno (Santo André);quarta das 08:00 às 10:00,  quinzenal II,  quinta das 10:00 às 12:00,  semanal ;sexta das 10:00 às 12:00,  semanal ;03/02/2006;33;CCNH;FERNANDO HEERING BARTOLONI;DALMO MANDELLI
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NC2BCL0307-15SA;Transformações Químicas C2-noturno (Santo André);quarta das 19:00 às 21:00,  quinzenal II,  quinta das 21:00 às 23:00,  semanal ;sexta das 21:00 às 23:00,  semanal ;03/02/2006;30;CCNH;ALVARO TAKEO OMORI;MARCO ANTONIO BUENO FILHO
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DC3BCL0307-15SA;Transformações Químicas C3-diurno (Santo André);quarta das 08:00 às 10:00,  quinzenal II,  quinta das 10:00 às 12:00,  semanal ;sexta das 10:00 às 12:00,  semanal ;03/02/2006;33;CCNH;FERNANDO HEERING BARTOLONI;VIVIANE VIANA SILVA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NC3BCL0307-15SA;Transformações Químicas C3-noturno (Santo André);quarta das 19:00 às 21:00,  quinzenal II,  quinta das 21:00 às 23:00,  semanal ;sexta das 21:00 às 23:00,  semanal ;03/02/2006;30;CCNH;ALVARO TAKEO OMORI;ROBSON MACEDO NOVAIS
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHZ1078-15SB;Biotecnologia de Plantas A-diurno (Santo André);;quinta das 14:00 às 18:00,  semanal;0-4-2;30;CCNH;;WAGNER RODRIGO DE SOUZA
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHZ1016-15SA;Conservação da Biodiversidade A-diurno (Santo André);terca das 16:00 às 18:00,  semanal ,  quinta das 16:00 às 18:00,  semanal ;;4-0-4;30;CCNH;SIMONE RODRIGUES DE FREITAS;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHT1073-15SA;Ecologia vegetal A-diurno (Santo André);quinta das 08:00 às 10:00,  semanal ;quinta das 10:00 às 12:00,  semanal ;02/02/2004;30;CCNH;MARCIO DE SOUZA WERNECK;MARCIO DE SOUZA WERNECK
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHT1073-15SA;Ecologia vegetal A-noturno (Santo André);quinta das 19:00 às 21:00,  semanal ;quinta das 21:00 às 23:00,  semanal ;02/02/2004;31;CCNH;MARCIO DE SOUZA WERNECK;MARCIO DE SOUZA WERNECK
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHT1062-15SA;Evolução A-diurno (Santo André);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  semanal ;;4-0-4;30;CCNH;GUILHERME CUNHA RIBEIRO;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHT1062-15SA;Evolução A-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal ;;4-0-4;30;CCNH;LUCIANA CAMPOS PAULINO;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHT1067-15SA;Evolução e Diversidade de Plantas I A-diurno (Santo André);quinta das 08:00 às 10:00,  semanal ;quinta das 10:00 às 12:00,  semanal ;02/02/2002;32;CCNH;NATÁLIA PIRANI GHILARDI-LOPES;NATÁLIA PIRANI GHILARDI-LOPES
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHT1067-15SA;Evolução e Diversidade de Plantas I A-noturno (Santo André);quinta das 19:00 às 21:00,  semanal ;quinta das 21:00 às 23:00,  semanal ;02/02/2002;30;CCNH;ANSELMO NOGUEIRA;ANSELMO NOGUEIRA
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHZ1027-15SA;Farmacologia A-diurno (Santo André);quarta das 14:00 às 16:00,  semanal ,  sexta das 14:00 às 16:00,  semanal ;sexta das 16:00 às 18:00,  semanal ;04/02/2004;33;CCNH;DANIELE RIBEIRO DE ARAÚJO;FÚLVIO RIELI MENDES
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHT1055-15SA;Fundamentos de Imunologia A-diurno (Santo André);quarta das 08:00 às 10:00,  semanal ;segunda das 10:00 às 12:00,  semanal ;02/02/2004;30;CCNH;VINICIUS DE ANDRADE OLIVEIRA;VINICIUS DE ANDRADE OLIVEIRA
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHT1055-15SA;Fundamentos de Imunologia A-noturno (Santo André);quarta das 19:00 às 21:00,  semanal ;segunda das 21:00 às 23:00,  semanal ;02/02/2004;31;CCNH;VINICIUS DE ANDRADE OLIVEIRA;VINICIUS DE ANDRADE OLIVEIRA
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHT1061-15SA;Genética I A-diurno (Santo André);terca das 08:00 às 10:00,  semanal ,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  semanal ;04/02/2004;30;CCNH;ANA PAULA DE MORAES;ANA PAULA DE MORAES
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHT1061-15SA;Genética I A-noturno (Santo André);terca das 19:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  semanal ;04/02/2004;30;CCNH;MÁRCIA APARECIDA SPERANÇA;MÁRCIA APARECIDA SPERANÇA
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DBNHT1066-15SA;Morfofisiologia animal comparada B-diurno (Santo André);sexta das 08:00 às 12:00,  semanal ;;4-0-4;30;CCNH;FABIANA RODRIGUES COSTA NUNES;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NBNHT1066-15SA;Morfofisiologia animal comparada B-noturno (Santo André);sexta das 19:00 às 23:00,  semanal ;;4-0-4;30;CCNH;OTTO MÜLLER PATRÃO DE OLIVEIRA;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHT1058-15SA;Morfofisiologia Humana I A-diurno (Santo André);segunda das 08:00 às 10:00,  semanal ,  quinta das 08:00 às 10:00,  semanal ;segunda das 10:00 às 12:00,  semanal ;4-2--;30;CCNH;MARIA CAMILA ALMEIDA;MARIA CAMILA ALMEIDA
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHT1058-15SA;Morfofisiologia Humana I A-noturno (Santo André);quinta das 19:00 às 21:00,  semanal ;segunda das 19:00 às 21:00,  semanal ,  segunda das 21:00 às 23:00,  semanal ;4-2--;30;CCNH;DANIEL CARNEIRO CARRETTIERO;DANIEL CARNEIRO CARRETTIERO
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHT1049-15SA;Trabalho de Conclusão de Curso em Biologia A-diurno (Santo André);segunda das 10:00 às 12:00,  semanal;;2-0-2;30;CCNH;ANA CAROLINA SANTOS DE SOUZA GALVÃO;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHT1065-15SA;Zoologia de Vertebrados A-diurno (Santo André);quarta das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal ;sexta das 10:00 às 12:00,  semanal ;04/02/2003;30;CCNH;RICARDO JANNINI SAWAYA;RICARDO JANNINI SAWAYA
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHT1065-15SA;Zoologia de Vertebrados A-noturno (Santo André);quarta das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal ;sexta das 21:00 às 23:00,  semanal ;04/02/2003;30;CCNH;FERNANDO ZANIOLO GIBRAN;FERNANDO ZANIOLO GIBRAN
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHT1049-15SA;Trabalho de Conclusão de Curso em Biologia A-noturno (Santo André);segunda das 19:00 às 21:00,  semanal;;2-0-2;40;CCNH;HANA PAULA MASUDA;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DAESZB005-13SA;Introdução à Biotecnologia A-diurno (Santo André);segunda das 14:00 às 16:00,  semanal ,  quarta das 14:00 às 16:00,  semanal;;4-0-4;60;CCNH;LÍVIA SENO FERREIRA CAMARGO;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHZ1051-13SB;Virologia A-diurno (São Bernardo do Campo);terca das 14:00 às 18:00,  semanal;;4-0-4;60;CCNH;MARIA CRISTINA CARLAN DA SILVA;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DAESZB005-13SB;Introdução à Biotecnologia A-diurno (São Bernardo do Campo);segunda das 14:00 às 16:00,  semanal ,  quarta das 14:00 às 16:00,  semanal;;4-0-4;60;CCNH;LUIZ ROBERTO NUNES;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;DANHZ1031-15SA;História das Ideias Biológicas A-diurno (Santo André);segunda das 10:00 às 12:00,  semanal;;2-0-4;55;CCNH;GUILHERME CUNHA RIBEIRO;
BACHARELADO EM CIÊNCIAS BIOLÓGICAS;NANHZ1031-15SA;História das Ideias Biológicas A-noturno (Santo André);segunda das 21:00 às 23:00,  semanal;;2-0-4;55;CCNH;GUILHERME CUNHA RIBEIRO;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DA1BIS0005-15SB;Bases Computacionais da Ciência A1-diurno (São Bernardo do Campo);;terca das 10:00 às 12:00,  semanal ;0-2-2;42;CMCC;;FÁBIO MARQUES SIMÕES DE SOUZA
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NA1BIS0005-15SB;Bases Computacionais da Ciência A1-noturno (São Bernardo do Campo);;terca das 21:00 às 23:00,  semanal ;0-2-2;42;CMCC;;FÁBIO MARQUES SIMÕES DE SOUZA
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DA2BIS0005-15SB;Bases Computacionais da Ciência A2-diurno (São Bernardo do Campo);;terca das 10:00 às 12:00,  semanal ;0-2-2;42;CMCC;;LUIZ CARLOS DA SILVA ROZANTE
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NA2BIS0005-15SB;Bases Computacionais da Ciência A2-noturno (São Bernardo do Campo);;terca das 21:00 às 23:00,  semanal ;0-2-2;42;CMCC;;NUNZIO MARCO TORRISI
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DA3BIS0005-15SB;Bases Computacionais da Ciência A3-diurno (São Bernardo do Campo);;terca das 10:00 às 12:00,  semanal ;0-2-2;42;CMCC;;MARIA DAS GRAÇAS BRUNO MARIETTO
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NA3BIS0005-15SB;Bases Computacionais da Ciência A3-noturno (São Bernardo do Campo);;terca das 21:00 às 23:00,  semanal ;0-2-2;42;CMCC;;NATALIA EMELIANOVA
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DB1BIS0005-15SB;Bases Computacionais da Ciência B1-diurno (São Bernardo do Campo);;terca das 08:00 às 10:00,  semanal ;0-2-2;42;CMCC;;FÁBIO MARQUES SIMÕES DE SOUZA
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NB1BIS0005-15SB;Bases Computacionais da Ciência B1-noturno (São Bernardo do Campo);;terca das 19:00 às 21:00,  semanal ;0-2-2;42;CMCC;;FÁBIO MARQUES SIMÕES DE SOUZA
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DB2BIS0005-15SB;Bases Computacionais da Ciência B2-diurno (São Bernardo do Campo);;terca das 08:00 às 10:00,  semanal ;0-2-2;42;CMCC;;LUIZ CARLOS DA SILVA ROZANTE
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NB2BIS0005-15SB;Bases Computacionais da Ciência B2-noturno (São Bernardo do Campo);;terca das 19:00 às 21:00,  semanal ;0-2-2;42;CMCC;;NUNZIO MARCO TORRISI
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHO0102-15SB;Desenvolvimento e Sustentabilidade A-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHO0102-15SB;Desenvolvimento e Sustentabilidade A-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHO0101-15SB;Estado e Relações de Poder A-diurno (São Bernardo do Campo);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHO0101-15SB;Estado e Relações de Poder A-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABIQ0602-15SB;Estrutura e Dinâmica Social A-diurno (São Bernardo do Campo);quarta das 10:00 às 12:00,  quinzenal I,  sexta das 08:00 às 10:00,  semanal ;;3-0-4;120;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABIQ0602-15SB;Estrutura e Dinâmica Social A-noturno (São Bernardo do Campo);quarta das 21:00 às 23:00,  quinzenal I,  sexta das 19:00 às 21:00,  semanal ;;3-0-4;120;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DB1BIQ0602-15SB;Estrutura e Dinâmica Social B1-diurno (São Bernardo do Campo);quarta das 08:00 às 10:00,  quinzenal I,  sexta das 10:00 às 12:00,  semanal ;;3-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NB1BIQ0602-15SB;Estrutura e Dinâmica Social B1-noturno (São Bernardo do Campo);quarta das 19:00 às 21:00,  quinzenal I,  sexta das 21:00 às 23:00,  semanal ;;3-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHQ0002-15SB;Estudos Étnico-Raciais A-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  quinzenal II;;3-0-4;120;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHQ0002-15SB;Estudos Étnico-Raciais A-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  quinzenal II;;3-0-4;120;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DBBHQ0002-15SB;Estudos Étnico-Raciais B-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  semanal ,  quarta das 08:00 às 10:00,  quinzenal II;;3-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NBBHQ0002-15SB;Estudos Étnico-Raciais B-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  quarta das 19:00 às 21:00,  quinzenal II;;3-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHP0001-15SB;Ética e Justiça A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  semanal ,  quarta das 08:00 às 10:00,  semanal ;;4-0-4;120;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHP0001-15SB;Ética e Justiça A-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  quarta das 19:00 às 21:00,  semanal ;;4-0-4;120;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DBBHP0001-15SB;Ética e Justiça B-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NBBHP0001-15SB;Ética e Justiça B-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHQ0001-15SB;Identidade e Cultura A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  quinzenal II,  quarta das 08:00 às 10:00,  semanal ;;3-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHQ0001-15SB;Identidade e Cultura A-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  quinzenal II,  quarta das 19:00 às 21:00,  semanal ;;3-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHQ0003-15SB;Interpretações do Brasil A-diurno (São Bernardo do Campo);terca das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHQ0003-15SB;Interpretações do Brasil A-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DANHZ3060-09SB;Nascimento e Desenvolvimento da Ciência Moderna A-diurno (São Bernardo do Campo);segunda das 17:00 às 19:00,  semanal ,  quarta das 17:00 às 19:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHO0002-15SB;Pensamento Econômico A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  quinzenal I,  quinta das 08:00 às 10:00,  semanal ;;3-0-4;90;CECS;LUCIENEIDA DOVAO PRAUN;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHO0002-15SB;Pensamento Econômico A-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  quinzenal I,  quinta das 19:00 às 21:00,  semanal ;;3-0-4;90;CECS;JOSÉ HENRIQUE BASSI SOUZA SPERANCINI;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DA1BHS0001-15SB;Práticas em Ciências e Humanidades A1-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal;;02/02/2004;41;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NA1BHS0001-15SB;Práticas em Ciências e Humanidades A1-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal;;02/02/2004;41;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DA2BHS0001-15SB;Práticas em Ciências e Humanidades A2-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal;;02/02/2004;42;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NA2BHS0001-15SB;Práticas em Ciências e Humanidades A2-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal;;02/02/2004;45;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DBBHS0001-15SB;Práticas em Ciências e Humanidades B-diurno (São Bernardo do Campo);quarta das 14:00 às 18:00,  semanal ;;02/02/2004;45;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NBBHS0001-15SB;Práticas em Ciências e Humanidades B-noturno (São Bernardo do Campo);sabado das 09:30 às 13:30,  semanal ;;02/02/2004;45;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHP0201-15SB;Temas e Problemas em Filosofia A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  semanal ,  quinta das 08:00 às 10:00,  semanal ;;4-0-4;90;CCNH;BRUNO NADAI;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHP0201-15SB;Temas e Problemas em Filosofia A-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;4-0-4;90;CCNH;FERNANDO COSTA MATTOS;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABHQ0301-15SB;Território e Sociedade A-diurno (São Bernardo do Campo);terca das 08:00 às 10:00,  semanal ,  sexta das 10:00 às 12:00,  semanal ;;4-0-4;120;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABHQ0301-15SB;Território e Sociedade A-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  semanal ,  sexta das 21:00 às 23:00,  semanal ;;4-0-4;120;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DBBHQ0301-15SB;Território e Sociedade B-diurno (São Bernardo do Campo);terca das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NBBHQ0301-15SB;Território e Sociedade B-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal ;;4-0-4;90;CECS;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DAESHC036-17SB;Econometria II A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  semanal;quinta das 08:00 às 10:00,  semanal;02/02/2003;42;CECS;CLAUDIA OLIVEIRA DA FONTOURA RODRIGUES;CLAUDIA OLIVEIRA DA FONTOURA RODRIGUES
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NBESHC036-17SB;Econometria II B-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal;quinta das 19:00 às 21:00,  semanal;02/02/2003;42;CECS;CLAUDIA OLIVEIRA DA FONTOURA RODRIGUES;CLAUDIA OLIVEIRA DA FONTOURA RODRIGUES
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NB1ESHC036-17SB;Econometria II B1-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal;quinta das 19:00 às 21:00,  semanal;02/02/2003;50;CECS;ANA LUISA GOUVEA ABRAS;ANA LUISA GOUVEA ABRAS
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NAESHC037-17SB;Econometria III A-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal;quinta das 19:00 às 21:00,  semanal;02/02/2003;42;CECS;GUILHERME DE OLIVEIRA LIMA CAGLIARI MARQUES;GUILHERME DE OLIVEIRA LIMA CAGLIARI MARQUES
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DAESHC033-17SB;Economia Brasileira Contemporânea III A-diurno (São Bernardo do Campo);terca das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal ;;4-0-4;60;CECS;FABIO HENRIQUE BITTES TERRA;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NAESHC033-17SB;Economia Brasileira Contemporânea III A-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal ;;4-0-4;93;CECS;FABIO HENRIQUE BITTES TERRA;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NAESZG013-17SB;Empreendedorismo A-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal ;;02/02/2004;90;CECS;LUCIANO AVALLONE BUENO;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DBESZG013-17SB;Empreendedorismo B-diurno (São Bernardo do Campo);terca das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal ;;02/02/2004;90;CECS;LUCIANO AVALLONE BUENO;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DAESZC028-17SB;Economia Dinâmica A-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal;;4-0-4;40;CECS;MAXIMILIANO BARBOSA DA SILVA;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DAESHC038-17SB;Economia Monetária A-diurno (São Bernardo do Campo);terca das 10:00 às 12:00,  semanal ,  sexta das 08:00 às 10:00,  semanal;;4-0-4;60;CECS;BRUNO DE PAULA ROCHA;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NAESHC038-17SB;Economia Monetária A-noturno (São Bernardo do Campo);terca das 21:00 às 23:00,  semanal ,  sexta das 19:00 às 21:00,  semanal;;4-0-4;40;CECS;BRUNO DE PAULA ROCHA;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DAESHC016-17SB;Finanças Corporativas A-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  semanal ,  quinta das 08:00 às 10:00,  semanal ;;4-0-4;90;CECS;JOSE LUIS DE CASTRO NETO;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NAESHC016-17SB;Finanças Corporativas A-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal ;;4-0-4;91;CECS;JOSE LUIS DE CASTRO NETO;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NA2ESHC016-17SB;Finanças Corporativas A2-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  quinta das 19:00 às 21:00,  semanal;;4-0-4;90;CECS;ANDERSON LUIS SABER CAMPOS;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NA2ESHC017-17SB;Finanças Públicas A2-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal;;4-0-4;90;CECS;MARIA LUIZA LEVI PAHIM;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DA1ESHC017-17SB;Finanças Públicas A1-diurno (São Bernardo do Campo);terca das 08:00 às 10:00,  semanal ,  quinta das 10:00 às 12:00,  semanal ;;4-0-4;90;CECS;RICARDO BATISTA POLITI;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NA1ESHC017-17SB;Finanças Públicas A1-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  semanal ,  quinta das 21:00 às 23:00,  semanal ;;4-0-4;91;CECS;RICARDO BATISTA POLITI;
